timestamp,"tweet_text"
2021-06-13T14:57:05Z,"Steady performance from England. I thought Croatia came for the draw and where moderate. 

#kalvinphillips  Yorkshire Pirlo MoM."
2021-06-13T14:57:06Z,"I just wasted 90mins of my life. I expected more from the just ended encounter. Many players were missing today. Hats off to Kelvin Phillips, what a player, what a perfomance

#ENGCRO 
#EURO2020"
2021-06-13T14:57:07Z,"Whatever way you want to slice it and dice it, that was a big win for England #EURO2020"
2021-06-13T14:57:07Z,"Four things we learned from England’s win over Croatia https://t.co/KqBqzpQNIn ⚽️⚽️  📲 Bet now via ⟶ https://t.co/0I4IIflkwI √ https://t.co/G1NWTMNGXT"
2021-06-13T14:57:10Z,"Why not post a photo of the goal scorer Sterling?"
2021-06-13T14:57:11Z,"Anyone who think England are world beaters after that game are delusional, Southgate is clueless"
2021-06-13T14:57:11Z,"Football is coming home 🎶

#EURO2020 #ENG #CRO #ENGCRO #SkyEuro2020"
2021-06-13T14:57:13Z,"Quality from England ITS COMING HOME"
2021-06-13T14:57:17Z,"Phillips, Mount and Sterling were the best players for England today"
2021-06-13T14:57:19Z,"Croatia poorer than expected &amp; defence not really tested but each player played well &amp; England took the best chance. Declan Rice a great watch! Get the fans in &amp;era let football lead this country back to normality #ENGCRO #ENG #EURO2020"
2021-06-13T14:57:20Z,"Really comfortable win for England.
1-0
#ENG #ENGCRO #EURO2020 https://t.co/k0STxXoy4V"
2021-06-13T14:57:24Z,"@mancityneil @BBCMOTD He scored a goal... which is great. But other than that he and England weren't great. Can you honestly say otherwise."
2021-06-13T14:57:27Z,"But it's alright because Money Mase didn't disappoint https://t.co/tCaThJCpjV"
2021-06-13T14:57:29Z,"That midfield trio of Phillips, Rice and Mount was monstrous. Intensity, Aggression, Composure, Tenacity, Domination! 🔥🏴󠁧󠁢󠁥󠁮󠁧󠁿 #ENGCRO #ENG https://t.co/xesi5Dj1lZ"
2021-06-13T14:57:32Z,"Extremely solid performance from Somerset man Tyrone Mings. #ENGCRO"
2021-06-13T14:57:32Z,"@talkSPORT Croatia shat it. Did not turn up."
2021-06-13T14:57:58Z,"The things I would do to be in a pub right now for that England win"
2021-06-13T14:58:01Z,"⚽️FULL TIME whistle as the score line remains the same!

Reminder: Stay up to date with Bangbet on all social media official accounts and visit https://t.co/mtsBHAdZAP to place all your bets🔥 #BANGBET #England #Croatia #Kenya #EURO2020 #Europe #UEFA #UefaEuro2020 #EuroNaBangBet https://t.co/LwwMFeYpKW"
2021-06-13T14:58:06Z,"@NOT_MOTD Modric was literally best player on the pitch 😂"
2021-06-13T14:58:10Z,"If you’re not in a pub tweeting about how people should be watching the game then dunno wag1 for you styll g"
2021-06-13T14:58:14Z,"Sterling nets huge milestone as Wembley erupts to flying England start to Euro 2020 https://t.co/kJfA6uhyQS"
2021-06-13T14:58:19Z,"Only on Auntie— have you justified you selection 😨😨😨😨😨 save me."
2021-06-13T14:58:20Z,"Yasssssss, f****** yass!!!!!
Well done boys, #ENG you did the country proud!!! 🎉🎉🎉🎉
#ENGCRO 👏🏻👏🏻👏🏻
#EURO2020 
#RaheemSterling ⚽👍🏻👏🏻
#ItsComingHome"
2021-06-13T14:58:23Z,"My bold prediction of Scotland finishing 2nd in Group D looks okay now from that poor Croatia performance. Not the team that got to World Cup final in 2018. #ENGCRO"
2021-06-13T14:58:25Z,"Heat Map of people who rate England https://t.co/KRHRQNiHWP"
2021-06-13T14:58:26Z,"Modric doing his best cause he's the only creator
And niggas wonder why Messi find it difficult to score for Argentina"
2021-06-13T14:58:32Z,"England games are always so fucking boring man"
2021-06-13T14:59:00Z,"Way past? Please"
2021-06-13T14:59:00Z,"Team Scotland in this house! Go on, @ScotlandNT! Kicking off a Scottish playlist in preparation for tomorrow https://t.co/GASlb7hx8O 

🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿

#SCO 🏴󠁧󠁢󠁳󠁣󠁴󠁿 | #EURO2020 | #noscotlandnoparty"
2021-06-13T14:59:02Z,"Alexa, play 'We're on the Ball' by Ant &amp; Dec
#England"
2021-06-13T14:59:12Z,"🏴󠁧󠁢󠁥󠁮󠁧󠁿🎵 It's coming home, it's coming home, it's coming, footballs coming home 🎵 #EURO2020 #ENG #ItsComingHome #footballscominghome"
2021-06-13T14:59:13Z,"@TheAthleticUK @JamesPearceLFC England is a fluke."
2021-06-13T14:59:13Z,"@rachellet2 Happy birthday- wuffs Morris (North West England UK) https://t.co/XTvKeVVZ0A"
2021-06-13T14:59:17Z,"@daz_black And England has won  it 1-0"
2021-06-13T14:59:18Z,"@SkyNews England didn’t deserve it."
2021-06-13T14:59:19Z,"Crazy to think the same people celebrating Sterling’s goal will be the same people racially abusing him and Rashford after a bad game 🤦🏻‍♂️ 

Buzzing he’s scored and shut them all up! 👏🏻👏🏻"
2021-06-13T14:59:19Z,"I will cheering #MeriDoosriCountry team 'England' . 

Kane talisman will beat Croatia😉😉 https://t.co/FjWC8sUtqi"
2021-06-13T14:59:27Z,"@axreun At Wembley after a 1-0 win vs Croatia"
2021-06-13T14:59:28Z,"Modric will retire after playing one game with kova in a double pivot"
2021-06-13T14:59:29Z,"@MuzakirAhmed ok so you definitely deleted a tweet saying Croatia was going to win"
2021-06-13T14:59:32Z,"The impossible job as England manager, always gonna get stick. But the calls made today were spot on. Phillips, Trippier, Sterling - superb. Also Tyrone Mings, had his no nonsense hat on today, loved it. Up the England 🏴󠁧󠁢󠁥󠁮󠁧󠁿"
2021-06-13T14:59:32Z,"Brilliant goal from sterling, but Foden and Phillips were absolutely immense, especially in that first half. Can see why City and Leeds fans have been raving about them so much. #ENG #ENGCRO #EURO2020"
2021-06-13T14:59:59Z,"@pritipatel Forget the knee. Black and white did England proud."
2021-06-13T15:00:08Z,"Follow us instagram at https://t.co/t2SuPd9aNZ
#reffer_me_dont_miss
https://t.co/Ijf6kQ87t2
#ENGCRO #England #Sterling #Southgate #Kalvin_Phillips #Bridget_Achieng #Walker https://t.co/Ai2LY25O62"
2021-06-13T15:00:09Z,"Much that is good in this, I thought. https://t.co/ruqhtBfbbO"
2021-06-13T15:00:09Z,"Love wrighty ❤️"
2021-06-13T15:00:11Z,"Opening game won by @England 💯 @sterling7 leading the way. #ENG  @wembleystadium #Wembley @EURO2020 #EUROS2020 ⚽️"
2021-06-13T15:00:11Z,"Great performance
Great team selection 
It’s coming home🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿"
2021-06-13T15:00:13Z,"Pickford
Reece Stones Mings Chilwell
Phillips Rice/Bellingham
Sancho Mount Grealish
Kane"
2021-06-13T15:00:16Z,"@FUTDonkey @FUTtradeacademy huge difference between this croatia and that croatia, good win but as ever, youll see everyone get carried away until a proper team swats them back down.

good win tho"
2021-06-13T15:00:16Z,"Sterling Rashford #MUSTERSOWOOZOO Santo Antônio Zara hoseok Phillips Chilwell #EURO2020 jeon jungkook PRA CIMA DELES TIMÃO Shaw Paris 6

coucou

https://t.co/wKP3Wv1J0Y"
2021-06-13T15:00:21Z,"Σπουδαίες εικόνες στο Γουέμπλεϊ

#PAOK #PAOK24 #Euro2020
https://t.co/WeVA14gl5S"
2021-06-13T15:00:24Z,"Job Done!! Three points in the bag for @England 🏴 What a defensive display from the boys 💪 #EURO2020 #ENGCRO #ItsComingHome #SterlingStart"
2021-06-13T15:00:26Z,"Anyone else been shouting at the telly? 

#EnglandvsCroatia #ENGCRO #England #football #fireaction #EURO2020 #EngvsCro #itscominghome #footballscominghome @England @EURO2020 #sunday #ComeOnEngland #COVID #Covid19UK #covid19 #coronavirus #corona #bbceuro2020 #bbcfootball #art https://t.co/a0bk6bKkoZ"
2021-06-13T15:00:56Z,"Now that I've finished watching England onto the tennis so can someone pls update me on what I've missed"
2021-06-13T15:00:59Z,"FT: England 1 - 0 Croatia 

Great way to start #EURO2020 

Come on England🏴󠁧󠁢󠁥󠁮󠁧󠁿🦁🦁🦁 https://t.co/N9sH6nY6Vt"
2021-06-13T15:01:16Z,"Exactly this 👇. Almost like the England manager knows more about his squad than us fans do 🤔"
2021-06-13T15:01:18Z,"Wasn't ready for such dominantion 😟"
2021-06-13T15:01:24Z,"@RobertoJ1897 Croatia had no answers going forward. Five England a tougher attacking team &amp; promise you England looses or tied today 🤷🏻‍♂️ you’ll see .."
2021-06-13T15:01:26Z,"Is it coming home ? #ENGCRO

 Yes          Yes           Yes
👇             👇           👇"
2021-06-13T15:01:32Z,"@LaporteMCFC @GlazersBeGone Decking grealish would’ve done bits though."
2021-06-13T15:01:54Z,"Soooo… 1-0 against WC runners up to start tourney. Southgate must have gotten it all wrong. 

Why I always say if you doubt a managers choices or tactics just wait for results before judging. Sometimes managers know their teams better than us."
2021-06-13T15:01:56Z,"England did it!"
2021-06-13T15:01:58Z,"Anne is the only one on my tl that is talking about England i-"
2021-06-13T15:01:59Z,"Well done England it's coming home. 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #ENGCRO https://t.co/ZXyx1PTg9I"
2021-06-13T15:02:02Z,"Betvictor Exclusive £30 Offer
£30 Risk-Free Bet @ Euro's

New Customers
1. Place your first bet on any football market
2. Get a refund in cash if your 1st bet loses
3. up to £€30 in cash
Link below
https://t.co/m286tV9T3G

18+T&amp;Cs GambleResponsibly
 #ENG #Football #EURO2020'8 https://t.co/I5jByGHAs7"
2021-06-13T15:02:04Z,"Load shedding 😭 #EURO2020"
2021-06-13T15:02:16Z,"Finally I can breathe well done @England first hurdle done! Bring on Friday! @Kalvinphillips you mate were on another level! 👌🙋‍♀️🏴󠁧󠁢󠁥󠁮󠁧󠁿 #ItsComingHome"
2021-06-13T15:02:18Z,"How will England bring it home with that manager? I cant talk a lot about mine but okay"
2021-06-13T15:02:19Z,"I do wonder about Kane’s role in this England team. In 1966 Jimmy Greaves was undoubtedly the best striker, but it seemed Geoff Hurst was the best fit for the team. Interesting to see Southgate wasn’t afraid to take him off."
2021-06-13T15:02:22Z,"Come on England https://t.co/uRPSKnQoJ1"
2021-06-13T15:02:22Z,"@cjnovo992 Only second CJ? England and Croatia both looked real average today"
2021-06-13T15:02:25Z,"Two rouble century in asia,
Best visiting batsmen have failed to do that.
Joe Root is test champ."
2021-06-13T15:02:27Z,"@TheRealTwylaFox You can get other gem stones like morganites and spent more than £75"
2021-06-13T15:02:29Z,"Tell me you’re a piece of shit without telling me you’re a piece of shit"
2021-06-13T15:02:31Z,"England (55 million) now has a rivalry with Croatia (3 million) hahahaha these British fucks are gonna get stomped after the group stage"
2021-06-13T15:02:31Z,"I'm feeling fucking sick! Have a butchers at the 2 fucking sex machines on the left!"
2021-06-13T15:02:58Z,"Kalvin Phillips was class! Get in there England #ItsComingHome 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿"
2021-06-13T15:03:01Z,"Never seen a team play to their weaknesses like I did Croatia tonight. Horrid world when we look pound for pound worse than England. Dalić fuck off already."
2021-06-13T15:03:01Z,"@JacquiOatley @England Poor #CRO who were too old three years ago #ENG didn't create much. Kane anonymous, Foden poor, Sterling not end product. The goal apart @England shown very little. Second round and out with that team #ENGCRO #ENG #EURO2020 @BBCMOTD @GaryLineker @rioferdy5"
2021-06-13T15:03:05Z,"@KGR1872 @cjnovo992 There lies a difference with Scotland and England. Bellingham will probably start for England in the tournie, Patterson probably won't even see a minute. Love them or hate them at least England will let those good enough play, instead of playing mates, just because"
2021-06-13T15:03:11Z,"@CFC_Russ Then that’s fair if it’s in response to that, however he wasn’t bad in the slightest. Sterling’s best attribute is his runs off the ball, if Kane or Foden or even Mount managed to get into the game more, his runs are a key part in getting the goals"
2021-06-13T15:03:12Z,"@dyyxala @EURO2020 @England @LUFC Agreed its insulting to Phillips"
2021-06-13T15:03:12Z,"It’s good that we’ve won 1-0 but this team could still be plenty better if we used a 4-2-3-1 &amp; an actual left back. The CB in place of Maguire is still a massive problem but I accepted this a while ago so let’s just hope Maguire can get back to full fitness ASAP. Happy for"
2021-06-13T15:03:20Z,"@IanWright0 @Kalvinphillips @England @LUFC You are a good man Wrighty - class tweet."
2021-06-13T15:03:22Z,"Nu op KINK DNA: Rolling Stones - Gimme Shelter https://t.co/jUjb7XtMYQ"
2021-06-13T15:03:23Z,"@surgicalscalpel Sterling was in that team. And he did nothing, not a big game player at all....you are talking shite 😂rashford or grealish should be ahead of him"
2021-06-13T15:03:55Z,"// what the FUCK"
2021-06-13T15:03:58Z,"Nice to see the great lack of Spurs players in the England squad this time. Makes it more palatable. Only Kane who is practically on hunger strike trying to force a move away."
2021-06-13T15:03:59Z,"@AstuteBall_ Eh, I disagree. I don’t think he provided anywhere near enough vertical mobility today, and is largely the reason Croatia dominated the midfield for a 20-30 minute interval. Not enough astuteness in his pressing and left the midfield without build up options by -"
2021-06-13T15:03:59Z,"Great pick by a good manager - Phillips made that goal and is my MoTM. And the manager was criticised for his judgement in starting him. #EURO2020"
2021-06-13T15:04:03Z,"@Bethany_Eng15 @England https://t.co/hAHrm9XuOS

For whoever wants this shirt 😍"
2021-06-13T15:04:03Z,"Kalvin Philips every time Modric tried to turn https://t.co/nG2gbfLtVf"
2021-06-13T15:04:05Z,"@Siem_FUT There is no way they will beat France  portugal, spain, germany or ialy if they play like this.

Croatia is just a weak country and nkt the same as the WC in 2018"
2021-06-13T15:04:06Z,"@rafialhsb @England @EURO2020 its about time 😉 https://t.co/o4oKnA6fxh"
2021-06-13T15:04:12Z,"GG #ENG you got us, but not without ref's decisions which were mostly on your side. Just my 2 cents after this match. Guys, just play better later, please #CRO Oh well, next stop - Chezch. #EURO2020"
2021-06-13T15:04:18Z,"Jab Baat ho football ki to meri Country India nhi England ban Jati hai which one is urs #MeriDoosriCountry https://t.co/MesoeNsJPF"
2021-06-13T15:04:20Z,"I’ve been around 50 years, I’m keeping my powder dry, I’m experienced enough to know both teams were really poor today and will face much sterner tests, with 3 runners behind Kane and none of em getting their head up doesn’t suit him at all, I fear for him"
2021-06-13T15:04:21Z,"@anareiswaffel Easy win für England"
2021-06-13T15:04:21Z,"Why trippier, why Phillips,why Sterling, no grealish? Worried about defence? Bow to Gareth Southgate"
2021-06-13T15:04:27Z,"England won, Rakitic didn't get called up tax"
2021-06-13T15:04:29Z,"I didn’t even realise I was ‘getting a bit carried away’ until Ali just stopped me writing England in the ‘final’ on my wall chart #ENGCRO"
2021-06-13T15:05:01Z,"This @BBCSport reporter asking Sterling if he justified his selection.  You mad bruv? 13 goals in last 17 England matches is not enough? Sort it out"
2021-06-13T15:05:01Z,"Yeeeeeeeeessssss yes yes yes yes yes yes yes yes yes yes!! GET IN!! #England #ENGCRO #ENGCRO 🍹👍😎

#kalvinphillips = Man of the Match! Very Proud &amp; emotional #lufc fan here 😂✌"
2021-06-13T15:05:06Z,"Fucks me off how good England could be and put out poor performances like that"
2021-06-13T15:05:09Z,"you fucking boys 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿"
2021-06-13T15:05:12Z,"@lesterserb Could be down to Croatia being bang average….."
2021-06-13T15:05:13Z,"Congrats England good win 👏👏 #EURO2020"
2021-06-13T15:05:15Z,"Alan Shearer saying 'Harry Kane looked slow' as if it's unexpected when every time I watch England play Harry Kane looks the slowest player on the pitch"
2021-06-13T15:05:25Z,"It's a downgrade even for team like Croatia to lose against England xd"
2021-06-13T15:05:26Z,"I think the BBC pundits watched a completely different game #ENGCRO #EURO2020"
2021-06-13T15:05:27Z,"@ViIlaI_ Rashford 4? To get lower than a 5 you needed to have done something bad"
2021-06-13T15:05:27Z,"Kane quietly had a stinker 👀"
2021-06-13T15:05:28Z,"@Boycie_Marlene I'm one of the childish and stupid one's tbh bud. I don't support England anyway so maybe that's moot. 🙂"
2021-06-13T15:05:34Z,"49 Sterling Rashford #MUSTERSOWOOZOO Santo Antônio Zara hoseok Phillips Chilwell #EURO2020 jeon jungkook PRA CIMA DELES TIMÃO Shaw Paris 6
https://t.co/mRllFbhzdN"
2021-06-13T15:05:59Z,"@TStorey67683490 @RBLeipzig_EN The international court for these disputes is not in England or Great Britain. It's in Switzerland."
2021-06-13T15:06:01Z,"#EURO2020 Bets &amp; Player Props (#MKD vs #AUT)

#MKD to score 
#MKD /#AUT  Over 2 
Elmas to score +600 (1/2 Unit)
Alioski to score +575 (1/4 Unit)
Elmas O 2+ shots +175
Alioski 2+ shots +200
Elmas 1+ SOG +175
Alioski 1+ SOG +200

Total unit investment: 6.75 units"
2021-06-13T15:06:03Z,"Let’s not forget that Croatia were in the World Cup final 3 years ago. Made them look very ordinary today. #ENGCRO"
2021-06-13T15:06:08Z,"Someone needs to tell Kane hes not a creative player."
2021-06-13T15:06:09Z,"Can someone explain the relevance of David Batty, being the last Leeds player to assist a goal for England? Absolute bollocks from Lefty Lineker, as usual! Time for a change. Jermaine?"
2021-06-13T15:06:11Z,"Kane will score next match dw"
2021-06-13T15:06:23Z,"How poor were Croatia.?
They made Mings look good"
2021-06-13T15:06:25Z,"Excellent striker. But not a United player. It's possible to be both."
2021-06-13T15:06:26Z,"@SportsCenter 09:00a
England vs. Croatia | Football (LIVE)
Euro
Football 2021 Live Broadcast
Watch live Game : https://t.co/ZBxQF5CFJq
Please Like And Share The Big Match Online
Thank You"
2021-06-13T15:06:30Z,"54 Sterling Rashford #MUSTERSOWOOZOO Santo Antônio Zara hoseok Phillips Chilwell #EURO2020 jeon jungkook PRA CIMA DELES TIMÃO Shaw Paris 6
https://t.co/mRllFbhzdN"
2021-06-13T15:06:31Z,"Gavin Hunt is happy to analyse #ENGCRO cause he doesn't like beautiful football.

#Euro2021"
2021-06-13T15:06:31Z,"@dannywafc99 @AdamClifford8 @BBCSport But England lost in 2018 so how did they get lucky? think things through mate"
2021-06-13T15:06:32Z,"Pros
- Foden with the swagger 😍
- Sterling for the racists ✊
- Phillips everywhere 😲
- Bellingham &amp; Mings for the city 👏

Cons
- Couldn’t see Kane 🔍
- Pickford footwear 🥾"
2021-06-13T15:06:33Z,"woah can he say the reasons, im curious"
2021-06-13T15:07:00Z,"@IanWright0 @Kalvinphillips @England @LUFC Yeah mom for me the fella was superb 👌"
2021-06-13T15:07:00Z,"Frank Lampard defending that bum Harry Kane. Another London based player who was overindulged despite being way out of his depth on the big stage."
2021-06-13T15:07:14Z,"@UBn9ohogz0XOFWP @JohnGinsberg @MartinDaubney @FA @England @kickitout Typical leftie."
2021-06-13T15:07:15Z,"Austria vs North Macedonia will be game of the tournament so far. Just watch.

#EURO2020 #AUTMKD"
2021-06-13T15:07:16Z,"@LuccaWasTaken @England suprised you didn’t say ‘wHeReS pUlIsIc"
2021-06-13T15:07:30Z,"Great start for #England in the #Euros2021 COME ON ENGLAND!!! #ItsComingHome #ENGCRO #ENG https://t.co/bo8tvOIp6J"
2021-06-13T15:07:34Z,"@afc_bcg @LFC_Cillian Ah so I can't support an English team due to not liking how violent England fans get at every single international tournament?"
2021-06-13T15:07:58Z,"Right, ready for the Darts tomorrow now after #ENGCRO. #SuperSeries4 #PDCProTour"
2021-06-13T15:08:01Z,"He really is the real deal."
2021-06-13T15:08:03Z,"@ofovwee_ His a good player no doubt. But you cant tell me grealish isn't clear"
2021-06-13T15:08:05Z,"Kane had a bit of a stinker today😷… let’s hope it’s a blip"
2021-06-13T15:08:05Z,"@RhysWilliams62 Good stuff, The Seven Year Modric was the only one you missed"
2021-06-13T15:08:17Z,"@thfcsteven1 @England They are a very good team?"
2021-06-13T15:08:23Z,"@SidharthPai @thebayernbaby It was more of Croatia failing miserably in the attacking third than England defending well. My thoughts."
2021-06-13T15:08:26Z,"You don't need a Firewall when you got John Stones."
2021-06-13T15:08:26Z,"@EURO2020 @England @LUFC Best player in the world easy."
2021-06-13T15:08:34Z,"Fuck Croatia"
2021-06-13T15:08:55Z,"England Beats Croatia 1-0!

Sterling gets only goal of match!
#EnglandvsCroatia #EngvsCro #ENG #CRO #EURO2020 @England @EnglandFootball @HNS_CFF @sterling7 @EURO2020 https://t.co/zk57IF7d7E"
2021-06-13T15:09:01Z,"kane was shite tbh. he did nothing on that pitch."
2021-06-13T15:09:02Z,"62 Sterling Rashford #MUSTERSOWOOZOO Santo Antônio Zara hoseok Phillips Chilwell #EURO2020 jeon jungkook PRA CIMA DELES TIMÃO Shaw Paris 6
https://t.co/mRllFbhzdN"
2021-06-13T15:09:10Z,"Man of the match by far👀🏴󠁧󠁢󠁥󠁮󠁧󠁿 #EnglandvsCroatia #Euros2021"
2021-06-13T15:09:12Z,"@lou1875 @BBCMOTD We're watching @England not the #jackgrealish show 🤬"
2021-06-13T15:09:29Z,"This is bang on."
2021-06-13T15:09:59Z,"@bobbi_efc__ Yes he is for England only apparently 🤦‍♂️"
2021-06-13T15:10:04Z,"Good performance from England, it’s only the first game and the result was good for them. A few players a bit quiet today but some good glimpses. 3points is the most important thing."
2021-06-13T15:10:06Z,"Respect to Croatia for not kneeling....proper!"
2021-06-13T15:10:08Z,"@4KTJAC @England Go back and look at all previous games where people slag off why he starts etc etc"
2021-06-13T15:10:11Z,"#ENGCRO no mention by the pundits of the 2 great chances #Stering had but hit terrible volleys sky high over the bar. At Intl level you have to at least hit the target and he misses far too many chances for me."
2021-06-13T15:10:15Z,"Took some stick recently but Mings came good today.
#ENGCRO"
2021-06-13T15:10:26Z,"Him and Phillips worked perfectly today, gave the freedom for Phillips to join Mount with the attack"
2021-06-13T15:10:27Z,"England beat Croatia 1-0 in their opening Euro 2020 game.
https://t.co/fYovAoA4DQ"
2021-06-13T15:10:31Z,"@_penlightened_ which game the england game?"
2021-06-13T15:10:56Z,"@AnaMongo_ Modric Rakitic Perisic and a will to win the whole thing. They played well that world cup."
2021-06-13T15:10:58Z,"For me:

Pickford 
James Stones Mings Shaw 
Phillips Rice
Rashford Mount Grealish 
Kane"
2021-06-13T15:11:00Z,"Definitely changed my opinion of Kalvin Phillips! Class today! #ENG #CRO #EURO2020"
2021-06-13T15:11:07Z,"#ENGCRO England vs Croatia Southgate #EURO2020 Euro 2020 Raheem Sterling Kalvin

So Headphone Jack is still in Demand and not Air pods https://t.co/AfFWxOBErx"
2021-06-13T15:11:07Z,"@MXUFO @Nicola4WBE My neighbour has England  flag bunting all over his house for today's  match. He is a good person, not particularly  bright but he is helpful to family, friends and neighbours. I think we need to stop insulting each other and try and find what unites us."
2021-06-13T15:11:14Z,"@oeste Similar to how USA Olympic teams train in CO for altitude, or southern states for the heat…England need to prepare for the Qatar WC. Even October it can get in the 90s. Come to Florida for a week and see how they fair 😂"
2021-06-13T15:11:14Z,"@jendog17 @BlakePa17732478 @the_pieface Umm ok mate but he was still the best player on the pitch tho ur just salty cuz he started over grealish and ur a Villa fan and so is Blake do no surprise"
2021-06-13T15:11:20Z,"@shahrul195 Just joining the bandwagon. Gameplay teruk, kane tak hidup, sterling walker out of form. England patut call up jesse lingardinho"
2021-06-13T15:11:22Z,"@paulwsutton @Nigel_Farage Yes and while it beggars belief you are asked not to boo your country's players too. Everyone is fairly unanimous in offering full support to the England team, except racists."
2021-06-13T15:11:25Z,"@craig_engy A full house at @wembleystadium would've been an immense atmosphere for England v Scotland 😤 fucking covid 😤"
2021-06-13T15:11:27Z,"Great win for England!"
2021-06-13T15:11:27Z,"@Keito_iK @Hashim1 @skinnyskinnytm Though it's the beginning.... England to face more fire than they faced today....and trust me they will disappoint!"
2021-06-13T15:11:31Z,"@tindale_hayley Absolutely!! Know that whenever England is playing-you have an extra supporter in Sweden!!
Love Harry Kane ❤💖congratulations to the awesome start of this tournament!"
2021-06-13T15:11:32Z,"@markgoldbridge Agreed about MOTM but I thought England controlled the game against a team we usually struggle against. Good performance and 3 points."
2021-06-13T15:12:19Z,"He’s already up there pal"
2021-06-13T15:12:20Z,"“Harry Kane will deliver when it comes.” I’ll remember that excuse #ENG #EURO2020"
2021-06-13T15:12:27Z,"I want to be optimistic in thinking Grealish will start atleast one of these GS games but I don't see it"
2021-06-13T15:12:28Z,"@JohnRobboRB Scotland should be beating Croatia and the Czechs in this group"
2021-06-13T15:13:00Z,"@BBCMOTD Mount didn’t do anything. Grealish needs to start over him every time if we’re going to have any chance of winning this thing."
2021-06-13T15:13:10Z,"OK so I’m now officially a fan 😍…. well done 👏"
2021-06-13T15:13:14Z,"Is that Phillips with a niccy patch 😂 #ENGCRO https://t.co/hLKE1zjo2r"
2021-06-13T15:13:15Z,"@Begentle50 @geor97 @Europhile123 @LeftBehindPoet @ConraddKonnrad @Mac_Paddy54 @ShaneJa16905901 @Schofield7Pete @GeoffreyKeey @David19531501 @susan04071 @JohnRya13591294 @Roblev0 @thegrimbarian @tripleGGGx @Davidmetroland @viv_cooper @Ciolfilicious1 @Sir_Tom_Tucker @NielsOckelmann @Chris_not_a_bot @The_Leaver @TruthSe83611650 @markwh2001 @BeowulfSchaefer @Matt_GS @BlamesJinds @condimentset @cambridge_peter @brianbloop2 @Swen_2017 @ClaremontGiddy @BlokeStokey @resiguru @cathyby @BrunoTheBridge @penhaphi @MattAdkin @EmporersNewC @freedfromthest1 @wanderer_bolton @jbm751121 @Sacro @VeuveK @SailFreeUK @RuddsBunny @dw2essex @SamanthaFoxy1 @afewpoints @ThornfieldHall Good start by England!!

With a goal scored by a guy I wouldn’t have picked so what do I know!"
2021-06-13T15:13:22Z,"Great start England great result. 
Thought Phillips was excellent today."
2021-06-13T15:13:26Z,"Postponed from last night, a clash of these two titans of literature (in their own genres, of course); Russia lost to Belgium last night, but can they claim literary bragging rights with quantity over craziness? The choice is yours..

#EURO2020 

🇧🇪⚽️🇷🇺"
2021-06-13T15:13:55Z,"In a fantastic mood today thanks to England. Lets goooo"
2021-06-13T15:14:04Z,"@Yerdas_out Kovacic and modric were both decent"
2021-06-13T15:14:05Z,"England have apparently won a game of football.

Let the jingoism begin."
2021-06-13T15:14:07Z,"Football’s coming home."
2021-06-13T15:14:13Z,"@Right3ousTv @cheeks28735930 Cuz we can smell ur sweat from here in England lol x"
2021-06-13T15:14:13Z,"@thomasyolain Can’t even score more than one goal lol. England ain’t going no where"
2021-06-13T15:14:15Z,"@mrstulee @TMitC Here’s hoping I’m wrong about England’s chances of winning the tournament 😊"
2021-06-13T15:14:28Z,"Its coming home its coming home FFS,, only 1 nil against a shite Croatia team"
2021-06-13T15:14:59Z,"@klburkinshaw1 Yes sir, I can boogie! Come on SCOTLAND!#EURO2020 #Scotland #ScotlandNationalTeam #ScotlandNT #TartanArmy #YESSIRICANBOOGIE #ScotlandIsNow #NoScotlandNoPartySun,13, Jun, 2021, 16:14:58"
2021-06-13T15:15:01Z,"After one match and they are now hyping up this Kalvin Phillips, Now our fans want him at United.
No country hype up their players in this whole world more than England."
2021-06-13T15:15:02Z,"Why you like to dey hate 

No dey hate"
2021-06-13T15:15:04Z,"@cwardy7 When was Pirlo England’s best player?"
2021-06-13T15:15:05Z,"Score final 🏴󠁧󠁢󠁥󠁮󠁧󠁿 Angleterre - 🇭🇷 Croatie : 1 - 0
Euro 2020 - Poule D
#ENGCRO #Euro2020
https://t.co/fgOSMmXADl https://t.co/0Tjdm6hDio"
2021-06-13T15:15:21Z,"@CFC_Jacck @England Hes already at one !!"
2021-06-13T15:15:27Z,"@England @sterling7 MBE isn’t enough. Knight this lad"
2021-06-13T15:15:27Z,"@okz___ @tcourtois1i ok and? kante is criminally underrated he’s won the UCL &amp; is about to win the euros &amp; bossed up kroos &amp; modric in 2 ucl matches"
2021-06-13T15:15:30Z,"@England @sterling7 Phillips absolutely robbed of MOTM disgusting"
2021-06-13T15:15:33Z,"Nothing more cringe than watching boys celebrate England winning"
2021-06-13T15:15:57Z,"WAIT ENGLAND WON"
